task_name ,instance_num,job_name,task_type,status,start_time,end_time,plan_cpu,plan_mem
R2_1,1.0,j_773,1,Terminated,149549,149552,100.0,0.39
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_777,6,Terminated,670521,670524,10.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_777,6,Terminated,670521,670556,5.0,0.03
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_777,6,Terminated,670521,670538,30.0,0.05
R3_2,75.0,j_778,1,Terminated,367443,367593,50.0,0.39
J4_1_3,87.0,j_778,1,Terminated,367443,367636,50.0,0.39
R8_7,15.0,j_778,1,Terminated,367443,367645,50.0,0.39
R5_4,15.0,j_778,1,Terminated,367443,367668,50.0,0.39
R6_2,71.0,j_778,1,Terminated,367443,367590,50.0,0.39
J7_1_6,83.0,j_778,1,Terminated,367443,367613,50.0,0.39
M1,11.0,j_778,1,Terminated,367443,367504,50.0,0.39
M2,72.0,j_778,1,Terminated,367443,367554,50.0,0.59
M1,1.0,j_781,1,Terminated,417844,417844,100.0,0.2
R5_4,7.0,j_783,1,Terminated,226235,226267,100.0,0.49
R2_1,1.0,j_783,1,Terminated,226235,226400,100.0,0.49
R6_5,7.0,j_783,1,Terminated,226235,226284,100.0,0.49
R9_8,9.0,j_783,1,Terminated,226235,226491,100.0,0.39
J7_3_6,9.0,j_783,1,Terminated,226235,226490,100.0,0.59
M1,1.0,j_783,1,Terminated,226235,226320,100.0,0.3
M4,6.0,j_783,1,Terminated,226235,226256,100.0,0.3
R3_2,1.0,j_783,1,Terminated,226235,226477,100.0,0.49
R8_7,9.0,j_783,1,Terminated,226235,226491,100.0,0.49
J10_1_2_9,37.0,j_794,1,Terminated,104497,104508,100.0,0.59
R11_10,1.0,j_794,1,Terminated,104497,104508,100.0,0.39
M5,30.0,j_794,1,Terminated,104497,104506,100.0,0.3
J9_4_8,35.0,j_794,1,Terminated,104497,104508,100.0,0.59
R4_3,1.0,j_794,1,Terminated,104497,104507,100.0,0.39
M1,1.0,j_794,1,Terminated,104497,104504,100.0,0.3
M7,1.0,j_794,1,Terminated,104497,104507,100.0,0.49
R6_5,31.0,j_794,1,Terminated,104497,104507,100.0,0.69
R3_7,1.0,j_794,1,Terminated,104497,104507,100.0,0.49
M2,1.0,j_794,1,Terminated,104497,104506,100.0,0.3
J8_6_7,33.0,j_794,1,Terminated,104497,104507,100.0,0.59
M1,1.0,j_804,1,Terminated,130335,130336,100.0,0.3
M2,1.0,j_804,1,Terminated,130335,130336,100.0,0.3
J4_1_2_3,3.0,j_804,1,Terminated,130335,130338,100.0,0.69
M3,1.0,j_804,1,Terminated,130335,130336,100.0,0.3
J3_1_2,293.0,j_805,1,Terminated,682660,682696,100.0,0.49
M2,7.0,j_805,1,Terminated,682660,682667,100.0,0.3
M1,285.0,j_805,1,Terminated,682660,682691,100.0,0.3
M1,2.0,j_810,1,Terminated,184505,184507,100.0,0.3
R2_1,1.0,j_810,1,Terminated,184505,184507,100.0,0.39
R2_1,1.0,j_813,1,Terminated,590953,590954,100.0,0.49
M1,1.0,j_813,1,Terminated,590953,590954,100.0,0.3
R3_2,1.0,j_813,1,Terminated,590953,590954,100.0,0.39
M1,1.0,j_814,1,Terminated,357202,357203,100.0,0.2
R3_2,1.0,j_815,1,Terminated,652447,652449,100.0,0.39
R9_8,1.0,j_815,1,Terminated,652447,652448,100.0,0.49
R10_9,1.0,j_815,1,Terminated,652447,652448,100.0,0.39
R5_4,1.0,j_815,1,Terminated,652447,652449,100.0,0.39
R4_1,7.0,j_815,1,Terminated,652447,652449,100.0,0.49
R2_1,7.0,j_815,1,Terminated,652447,652449,100.0,0.49
M1,1.0,j_815,1,Terminated,652447,652449,100.0,0.3
R6_1,7.0,j_815,1,Terminated,652447,652449,100.0,0.49
M8,1.0,j_815,1,Terminated,652447,652448,100.0,0.3
R7_6,1.0,j_815,1,Terminated,652447,652449,100.0,0.39
R2_1,1.0,j_818,1,Terminated,563850,563855,100.0,0.39
M1,1.0,j_818,1,Terminated,563850,563855,100.0,0.3
M1,1.0,j_819,1,Terminated,357948,357950,100.0,0.2
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_820,6,Terminated,595574,595581,30.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_820,6,Terminated,595574,595583,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_820,6,Terminated,595574,595577,10.0,0.05
M3,41.0,j_822,1,Terminated,232580,232739,100.0,0.3
R7_6,1.0,j_822,1,Terminated,232588,232590,100.0,0.39
M5,1.0,j_822,1,Terminated,232581,232584,100.0,0.3
M4,1.0,j_822,1,Terminated,232580,232589,100.0,0.3
J15_2_14,2.0,j_822,1,Terminated,232922,232938,100.0,0.59
J2_1_8,1.0,j_822,1,Terminated,232638,232702,100.0,0.59
J16_1_15,3.0,j_822,1,Terminated,232938,232969,100.0,0.49
R6_5,1.0,j_822,1,Terminated,232584,232588,100.0,0.49
R14_13,1.0,j_822,1,Terminated,232916,232921,100.0,0.49
J8_4_7,3.0,j_822,1,Terminated,232590,232595,100.0,0.59
R10_9,4.0,j_822,1,Terminated,232806,232890,100.0,0.49
M1,17.0,j_822,1,Terminated,232580,232638,100.0,0.3
M11,1.0,j_822,1,Terminated,232580,232587,100.0,0.3
J9_3_8,45.0,j_822,1,Terminated,232739,232806,100.0,0.59
J13_10_12,4.0,j_822,1,Terminated,232890,232915,100.0,0.59
R12_11,1.0,j_822,1,Terminated,232587,232593,100.0,0.49
M1,1.0,j_824,1,Terminated,314593,314597,50.0,0.2
M3,1.0,j_826,1,Terminated,563299,563304,50.0,0.2
R4_3,1.0,j_826,1,Terminated,563298,563672,50.0,0.2
R2_1,3.0,j_826,1,Terminated,563298,563381,50.0,0.39
R6_5,1.0,j_826,1,Terminated,563299,564032,50.0,0.2
J5_2_4,3.0,j_826,1,Terminated,563298,563717,50.0,0.39
M1,125.0,j_826,1,Terminated,563299,563310,50.0,0.59
M1,50.0,j_828,1,Terminated,414175,414185,100.0,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_834,10,Terminated,222799,222823,100.0,0.1
R6_5,3.0,j_842,1,Terminated,188728,188751,50.0,0.2
M3,21.0,j_842,1,Terminated,188729,188821,50.0,0.39
M1,1.0,j_842,1,Terminated,188729,188799,50.0,0.2
M2,129.0,j_842,1,Terminated,188729,188787,50.0,0.59
J7_1_4_6,3.0,j_842,1,Terminated,188729,188856,50.0,0.39
J4_2_3,291.0,j_842,1,Terminated,188729,188840,50.0,0.39
M5,1.0,j_842,1,Terminated,188728,188751,50.0,0.2
MergeTask,2.0,j_844,1,Terminated,551872,551880,100.0,0.1
M1,5.0,j_845,1,Terminated,128625,128631,100.0,0.3
J3_1_2,39.0,j_845,1,Terminated,128625,128632,100.0,0.59
R4_3,39.0,j_845,1,Terminated,128625,128633,100.0,0.39
M2,33.0,j_845,1,Terminated,128625,128627,100.0,0.3
M1,4.0,j_857,1,Terminated,358214,358219,50.0,0.2
R2_1,1.0,j_857,1,Terminated,358214,358223,50.0,0.2
M1,4.0,j_871,1,Terminated,687627,687638,100.0,0.39
R2_1,1.0,j_877,1,Terminated,117906,117914,50.0,0.2
M1,9.0,j_877,1,Terminated,117906,117910,50.0,0.2
R2_1,34.0,j_883,1,Terminated,494893,494898,100.0,0.39
M1,1.0,j_883,1,Terminated,494893,494898,100.0,0.49
R2_1,1.0,j_885,1,Terminated,91360,91360,100.0,0.39
M1,1.0,j_885,1,Terminated,91360,91360,100.0,0.3
M9,53.0,j_886,1,Terminated,387299,387319,100.0,0.49
R2_1,1.0,j_886,1,Terminated,387299,387302,100.0,0.39
R8_7,53.0,j_886,1,Terminated,387299,387319,100.0,0.49
M11,74.0,j_886,1,Terminated,387299,387304,100.0,0.3
M7,52.0,j_886,1,Terminated,387299,387315,100.0,0.49
R10_9,53.0,j_886,1,Terminated,387299,387322,100.0,0.49
M3,1.0,j_886,1,Terminated,387299,387301,100.0,0.3
R4_3,1.0,j_886,1,Terminated,387299,387302,100.0,0.39
J12_2_4_6_8_10_11,183.0,j_886,1,Terminated,387299,387323,100.0,0.49
R6_5,1.0,j_886,1,Terminated,387299,387304,100.0,0.49
M5,1.0,j_886,1,Terminated,387299,387303,100.0,0.49
R1_3,1.0,j_886,1,Terminated,387299,387301,100.0,0.49
M1,1.0,j_896,1,Terminated,98292,98293,100.0,0.2
M10,9.0,j_897,1,Terminated,394843,394866,100.0,0.3
R2_1,1.0,j_897,1,Terminated,394847,394853,100.0,0.49
R7_6,47.0,j_897,1,Terminated,395004,395106,100.0,0.49
R4_3,1.0,j_897,1,Terminated,394861,394866,100.0,0.39
M1,1.0,j_897,1,Terminated,394843,394846,100.0,0.3
M6,47.0,j_897,1,Terminated,394843,395004,100.0,0.3
M5,173.0,j_897,1,Terminated,394843,394860,100.0,0.3
J11_7_9_10,230.0,j_897,1,Terminated,395106,395184,100.0,0.59
R9_8,432.0,j_897,1,Terminated,394878,394920,100.0,0.49
J12_4_5_11,1093.0,j_897,1,Terminated,395185,395194,100.0,0.49
R3_2,1.0,j_897,1,Terminated,394853,394861,100.0,0.49
M8,863.0,j_897,1,Terminated,394843,394878,100.0,0.3
R2_1,1.0,j_898,1,Terminated,262299,262299,100.0,0.39
M1,1.0,j_898,1,Terminated,262299,262299,100.0,0.3
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,2.0,j_902,10,Terminated,658626,659016,75.0,0.1
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_905,10,Terminated,402526,402794,75.0,0.1
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_906,6,Terminated,388465,388516,10.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_906,6,Terminated,388465,388524,5.0,0.03
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_906,6,Terminated,388465,388521,30.0,0.05
M1,1.0,j_907,1,Terminated,416106,416106,100.0,0.2
M1,1.0,j_909,1,Terminated,617670,617672,100.0,0.3
R2_1,1.0,j_909,1,Terminated,617670,617672,100.0,0.39
M1,1.0,j_928,1,Terminated,535794,535794,100.0,0.3
R2_1,1.0,j_928,1,Terminated,535794,535795,100.0,0.39
R4_3,105.0,j_928,1,Terminated,535794,535836,100.0,0.39
M3_2,105.0,j_928,1,Terminated,535794,535820,100.0,0.3
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,3.0,j_929,10,Terminated,658945,659551,75.0,0.1
M1,1.0,j_930,1,Terminated,357137,357139,100.0,0.2
M1,50.0,j_931,1,Terminated,414562,414574,100.0,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,19.0,j_942,10,Terminated,321252,321275,100.0,0.1
M11,1.0,j_946,1,Terminated,536471,536485,100.0,0.3
M8,1.0,j_946,1,Terminated,536471,536485,100.0,0.3
J14_7_13,21.0,j_946,1,Terminated,536471,536491,100.0,0.59
M10,2.0,j_946,1,Terminated,536471,536491,100.0,0.3
M4,1.0,j_946,1,Terminated,536471,536485,100.0,0.3
J7_3_6,15.0,j_946,1,Terminated,536471,536490,100.0,0.59
M6_5,5.0,j_946,1,Terminated,536471,536488,100.0,0.3
R5_4,1.0,j_946,1,Terminated,536471,536485,100.0,0.39
R9_8,1.0,j_946,1,Terminated,536471,536485,100.0,0.39
M12,1.0,j_946,1,Terminated,536471,536485,100.0,0.3
R15_14,21.0,j_946,1,Terminated,536471,536491,100.0,0.49
J13_9_10_11_12,5.0,j_946,1,Terminated,536471,536491,100.0,0.59
R16_15,1.0,j_946,1,Terminated,536471,536492,100.0,0.39
M1,6.0,j_946,1,Terminated,536471,536486,100.0,0.3
J3_1_2,9.0,j_946,1,Terminated,536471,536489,100.0,0.59
M2,3.0,j_946,1,Terminated,536471,536489,100.0,0.3
M1,1.0,j_951,1,Terminated,112971,112971,100.0,0.3
M3_2,1.0,j_951,1,Terminated,112971,113002,100.0,0.25
R2_1,1.0,j_951,1,Terminated,112971,112972,100.0,0.39
M1,1.0,j_961,1,Terminated,185224,185225,100.0,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,5.0,j_962,10,Terminated,299256,299929,75.0,0.1
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_968,6,Terminated,481738,482271,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_968,6,Terminated,481738,481787,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,2.0,j_968,6,Terminated,481738,481825,30.0,0.05
M1,1.0,j_970,1,Terminated,561901,561903,100.0,0.2
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_971,6,Terminated,661901,661907,30.0,0.05
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_971,6,Terminated,661901,661904,10.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_971,6,Terminated,661901,661910,5.0,0.03
M1,1.0,j_975,1,Terminated,185875,185876,100.0,0.2
R13_12,1.0,j_978,1,Terminated,301963,301967,50.0,0.2
J4_2_3_10,1.0,j_978,1,Terminated,301963,301967,50.0,0.2
M7,368.0,j_978,1,Terminated,301963,301966,50.0,0.2
J14_1_4_13,1.0,j_978,1,Terminated,301963,301967,50.0,0.2
R15_14,1.0,j_978,1,Terminated,301963,301967,50.0,0.2
J12_6_11,1.0,j_978,1,Terminated,301963,301967,50.0,0.2
R2_5,1.0,j_978,1,Terminated,301963,301965,50.0,0.2
J1_5_7,1.0,j_978,1,Terminated,301963,301966,50.0,0.2
J11_8_10,1.0,j_978,1,Terminated,301963,301967,50.0,0.2
M9,564.0,j_978,1,Terminated,301963,301967,50.0,0.3
R3_7,1.0,j_978,1,Terminated,301963,301966,50.0,0.2
R10_9,1.0,j_978,1,Terminated,301963,301967,50.0,0.2
R6_5,1.0,j_978,1,Terminated,301963,301965,50.0,0.2
M5,1.0,j_978,1,Terminated,301963,301965,50.0,0.2
R8_7,1.0,j_978,1,Terminated,301963,301966,50.0,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_979,10,Terminated,154767,154780,100.0,0.1
R2_1,1.0,j_982,1,Terminated,618178,618194,50.0,0.3
M1,248.0,j_982,1,Terminated,618178,618191,50.0,0.39
R3_2,1.0,j_982,1,Terminated,618178,618194,50.0,0.2
M1,1.0,j_983,1,Terminated,438858,438861,50.0,0.2
R2_1,1.0,j_993,1,Terminated,559163,559461,50.0,0.3
M1,159.0,j_993,1,Terminated,559163,559439,50.0,0.39
R3_2,1.0,j_993,1,Terminated,559163,559469,50.0,0.3
M1,1.0,j_994,1,Terminated,216495,216495,100.0,0.2
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_998,6,Terminated,127007,127010,10.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_998,6,Terminated,127007,127327,5.0,0.03
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_998,6,Terminated,127007,127323,30.0,0.05
J4_1_3,1.0,j_4,1,Terminated,137320,137331,50.0,0.3
M1,2.0,j_4,1,Terminated,137320,137321,50.0,0.2
R3_2,1.0,j_4,1,Terminated,137320,137330,50.0,0.2
M2,137.0,j_4,1,Terminated,137320,137326,50.0,0.3
M5,1.0,j_5,1,Terminated,237915,237918,100.0,0.3
R7_6,9.0,j_5,1,Terminated,237915,237921,100.0,0.39
J6_3_4_5,9.0,j_5,1,Terminated,237915,237921,100.0,0.59
M4,5.0,j_5,1,Terminated,237915,237919,100.0,0.3
M2,1.0,j_5,1,Terminated,237915,237915,100.0,0.3
M1,1.0,j_5,1,Terminated,237915,237915,100.0,0.3
J3_1_2,3.0,j_5,1,Terminated,237915,237916,100.0,0.59
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,116.0,j_9,10,Terminated,388228,389005,75.0,0.1
R2_1,1.0,j_12,1,Terminated,349959,349960,100.0,0.39
R5_4,1.0,j_12,1,Terminated,349959,349971,100.0,0.39
M3_2,3.0,j_12,1,Terminated,349959,349970,100.0,0.3
M1,1.0,j_12,1,Terminated,349959,349959,100.0,0.3
R4_3,3.0,j_12,1,Terminated,349959,349971,100.0,0.49
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_21,6,Terminated,660810,660877,30.0,0.05
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_21,6,Terminated,660810,660813,10.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_21,6,Terminated,660810,660879,5.0,0.03
M3,2.0,j_22,1,Terminated,688593,688593,100.0,0.3
M1,1.0,j_22,1,Terminated,688593,688593,100.0,0.3
M5_2_4,61.0,j_22,1,Terminated,688593,688609,100.0,0.39
R4_3,1.0,j_22,1,Terminated,688593,688594,100.0,0.39
R2_1,1.0,j_22,1,Terminated,688593,688594,100.0,0.39
M1,1.0,j_24,1,Terminated,358069,358069,100.0,0.3
R2_1,1.0,j_24,1,Terminated,358069,358070,100.0,0.39
M3_2,141.0,j_24,1,Terminated,358069,358098,100.0,0.2
M1,1.0,j_27,1,Terminated,417186,417186,100.0,0.2
R4_3,1.0,j_32,1,Terminated,601372,601444,50.0,0.2
M1,213.0,j_32,1,Terminated,601372,601388,50.0,0.39
M2,407.0,j_32,1,Terminated,601372,601423,50.0,0.39
R5_4,1.0,j_32,1,Terminated,601372,601447,50.0,0.2
J3_1_2,1.0,j_32,1,Terminated,601372,601439,50.0,0.3
M1,1.0,j_33,1,Terminated,612929,612930,100.0,0.3
M5,1.0,j_33,1,Terminated,612929,612957,100.0,0.3
J6_3_4_5,9.0,j_33,1,Terminated,612929,612966,100.0,0.49
M3_2,7.0,j_33,1,Terminated,612929,612935,100.0,0.3
M4,1.0,j_33,1,Terminated,612929,612947,100.0,0.3
R2_1,1.0,j_33,1,Terminated,612929,612930,100.0,0.39
M1,1.0,j_36,1,Terminated,669058,669060,100.0,0.3
R2_1,1.0,j_36,1,Terminated,669058,669061,100.0,0.39
R2_1,1.0,j_40,1,Terminated,550836,550838,100.0,0.39
M1,1.0,j_40,1,Terminated,550836,550838,100.0,0.3
M1,1.0,j_42,1,Terminated,444527,444529,100.0,0.2
MergeTask,2.0,j_46,1,Terminated,669490,669498,100.0,0.1
M1,351.0,j_47,1,Terminated,159192,159195,100.0,0.2
M1,4.0,j_48,1,Terminated,606961,606968,100.0,0.2
M1,25.0,j_50,1,Terminated,335550,335570,50.0,0.3
M2,1.0,j_50,1,Terminated,335550,335554,50.0,0.2
J4_1_3,1.0,j_50,1,Terminated,335550,335575,50.0,0.2
R5_4,1.0,j_50,1,Terminated,335550,335579,50.0,0.2
R3_2,1.0,j_50,1,Terminated,335550,335561,50.0,0.2
R4_1,1.0,j_54,1,Terminated,497561,497705,50.0,0.2
R7_6,1.0,j_54,1,Terminated,497561,497579,50.0,0.2
R2_1,1.0,j_54,1,Terminated,497561,497581,50.0,0.3
R3_2,1.0,j_54,1,Terminated,497561,497584,50.0,0.2
M1,182.0,j_54,1,Terminated,497561,497572,50.0,0.39
R6_1,1.0,j_54,1,Terminated,497561,497575,50.0,0.2
R5_4,1.0,j_54,1,Terminated,497561,497709,50.0,0.2
M1,1.0,j_55,1,Terminated,119591,119594,100.0,0.49
R2_1,1.0,j_55,1,Terminated,119591,119595,100.0,0.39
M4,1.0,j_56,1,Terminated,141973,141977,50.0,0.2
J9_5_6_8,301.0,j_56,1,Terminated,141973,142562,50.0,0.39
M3,753.0,j_56,1,Terminated,141973,142019,50.0,0.77
R5_4,1.0,j_56,1,Terminated,141973,141980,50.0,0.2
M7,169.0,j_56,1,Terminated,141973,142379,50.0,0.77
M6,425.0,j_56,1,Terminated,141973,142041,50.0,0.49
R8_7,23.0,j_56,1,Terminated,141973,142520,50.0,0.97
R2_1,3.0,j_56,1,Terminated,141973,142114,50.0,0.39
M1,399.0,j_56,1,Terminated,141973,141990,50.0,0.3
J10_2_3_9,5.0,j_56,1,Terminated,141973,142611,50.0,0.39
M1,30.0,j_59,1,Terminated,670628,670689,100.0,0.3
R2_1,11.0,j_59,1,Terminated,670628,670690,100.0,0.39
R3_2,1.0,j_61,1,Terminated,622917,622923,100.0,0.39
M4_3,1439.0,j_61,1,Terminated,622923,622936,100.0,0.3
R5_4,1.0,j_61,1,Terminated,622936,622942,100.0,0.39
R2_1,1.0,j_61,1,Terminated,622913,622917,100.0,0.49
M1,1.0,j_61,1,Terminated,622905,622912,100.0,0.49
MergeTask,2.0,j_62,1,Terminated,536564,536579,100.0,0.1
R2_1,1.0,j_63,1,Terminated,117132,117135,100.0,0.39
J5_3_4,556.0,j_63,1,Terminated,117190,117228,100.0,0.49
M3_2,19771.0,j_63,1,Terminated,117138,117188,100.0,0.3
M4,172.0,j_63,1,Terminated,117077,117088,100.0,0.3
M1,6.0,j_63,1,Terminated,117077,117132,100.0,0.3
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_64,6,Terminated,659944,659956,30.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_64,6,Terminated,659943,659959,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_64,6,Terminated,659943,659947,10.0,0.05
M1,1.0,j_70,1,Terminated,412411,412412,100.0,0.3
R2_1,1.0,j_70,1,Terminated,412411,412412,100.0,0.39
M1,1.0,j_71,1,Terminated,530817,530821,100.0,0.2
MergeTask,1.0,j_77,1,Terminated,106492,106523,100.0,0.1
MergeTask,1.0,j_80,1,Terminated,570050,570061,100.0,0.1
M1,1.0,j_83,1,Terminated,416183,416183,100.0,0.2
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_86,6,Terminated,662344,662479,30.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_86,6,Terminated,662344,662483,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_86,6,Terminated,662344,662347,10.0,0.05
MergeTask,1.0,j_103,1,Terminated,689149,689153,100.0,0.1
M1,1.0,j_104,1,Terminated,200900,200904,50.0,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_105,10,Terminated,328499,328508,100.0,0.1
M1,26.0,j_107,1,Terminated,307361,307367,100.0,0.3
R3_2,1.0,j_107,1,Terminated,307372,307375,100.0,0.39
R2_1,1.0,j_107,1,Terminated,307367,307371,100.0,0.49
M1,351.0,j_109,1,Terminated,289804,289808,100.0,0.2
MergeTask,1.0,j_112,1,Terminated,316872,316875,100.0,0.1
M1,19.0,j_116,1,Terminated,685532,685538,50.0,0.39
MergeTask,1.0,j_117,1,Terminated,415428,415432,100.0,0.1
M1,1.0,j_120,1,Terminated,184006,184007,100.0,0.2
task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,1.0,j_122,9,Terminated,447621,447630,100.0,0.39
R2_1,1.0,j_125,1,Terminated,571125,571126,100.0,0.49
M1,1.0,j_125,1,Terminated,571125,571126,100.0,0.3
R3_2,1.0,j_125,1,Terminated,571125,571127,100.0,0.39
M1,796.0,j_132,1,Terminated,320359,320409,100.0,0.2
M1,1.0,j_136,1,Terminated,297399,297405,50.0,0.2
J3_1_2,5.0,j_136,1,Terminated,297399,297460,50.0,0.39
M2,4.0,j_136,1,Terminated,297399,297429,50.0,0.39
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_153,6,Terminated,346860,346966,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_153,6,Terminated,346860,346874,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,102.0,j_153,6,Terminated,346860,346963,30.0,0.05
M1,1.0,j_154,1,Terminated,418697,418697,100.0,0.2
M1,1.0,j_157,1,Terminated,97901,97902,100.0,0.2
M1,1.0,j_165,1,Terminated,396361,396365,50.0,0.39
M1,1.0,j_169,1,Terminated,415932,415933,100.0,0.2
M1,1.0,j_173,1,Terminated,369883,369883,100.0,0.3
R2_1,1.0,j_173,1,Terminated,369883,369884,100.0,0.39
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_174,10,Terminated,408048,408101,75.0,0.1
M1,1.0,j_184,1,Terminated,220527,220527,50.0,0.2
M1,1.0,j_185,1,Terminated,273466,273470,100.0,0.2
R2_1,1.0,j_196,1,Terminated,558910,558920,50.0,0.2
M1,11.0,j_196,1,Terminated,558910,558915,50.0,0.2
M1,4.0,j_202,1,Terminated,128846,128849,100.0,0.2
J7_2_6,3.0,j_202,1,Terminated,128846,128863,100.0,0.59
M2,2.0,j_202,1,Terminated,128846,128859,100.0,0.3
R6_5,1.0,j_202,1,Terminated,128846,128847,100.0,0.39
M5,1.0,j_202,1,Terminated,128846,128847,100.0,0.3
M3,4.0,j_202,1,Terminated,128846,128849,100.0,0.3
R8_7,3.0,j_202,1,Terminated,128846,128865,100.0,0.39
J4_2_3,7.0,j_202,1,Terminated,128846,128860,100.0,0.49
R2_1,1.0,j_205,1,Terminated,497704,497710,50.0,0.2
M1,19.0,j_205,1,Terminated,497704,497707,50.0,0.2
R2_1,1.0,j_208,1,Terminated,664609,664610,100.0,0.39
M1,1.0,j_208,1,Terminated,664609,664610,100.0,0.3
M1,4.0,j_212,1,Terminated,271990,272003,100.0,0.3
M2,3.0,j_212,1,Terminated,271990,272010,100.0,0.3
J3_1_2,7.0,j_212,1,Terminated,271990,272013,100.0,0.59
R4_3,7.0,j_212,1,Terminated,271990,272014,100.0,0.39
R3_2,1.0,j_213,1,Terminated,684743,684746,50.0,0.15
R2_1,1.0,j_213,1,Terminated,684743,684746,50.0,0.15
M1,1.0,j_213,1,Terminated,684743,684746,50.0,0.15
M9,108.0,j_215,1,Terminated,122283,122285,100.0,0.3
R10_9,109.0,j_215,1,Terminated,122283,122285,100.0,0.49
R7_6,1.0,j_215,1,Terminated,122283,122284,100.0,0.49
R2_1,101.0,j_215,1,Terminated,122283,122286,100.0,0.49
R5_4,1.0,j_215,1,Terminated,122283,122284,100.0,0.49
M11,1.0,j_215,1,Terminated,122283,122284,100.0,0.3
M4,1.0,j_215,1,Terminated,122283,122284,100.0,0.3
R12_11,1.0,j_215,1,Terminated,122283,122284,100.0,0.49
R13_12,1.0,j_215,1,Terminated,122283,122284,100.0,0.49
R14_3_5_8_10_13,113.0,j_215,1,Terminated,122283,122286,100.0,0.49
R3_2,1.0,j_215,1,Terminated,122283,122286,100.0,0.49
M1,299.0,j_215,1,Terminated,122283,122286,100.0,0.3
R8_7,1.0,j_215,1,Terminated,122283,122284,100.0,0.49
R15_14,1.0,j_215,1,Terminated,122283,122286,100.0,0.39
M6,1.0,j_215,1,Terminated,122283,122284,100.0,0.3
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_217,10,Terminated,673789,673797,100.0,0.1
M1,4.0,j_218,1,Terminated,608581,608589,100.0,0.2
M1,12.0,j_224,1,Terminated,666427,666462,100.0,0.2
R2_1,1.0,j_225,1,Terminated,652511,652553,50.0,0.2
M4_3,35.0,j_225,1,Terminated,652511,652589,50.0,0.39
M1,8.0,j_225,1,Terminated,652511,652550,50.0,0.59
R3_2,1.0,j_225,1,Terminated,652511,652556,50.0,0.2
M1,2.0,j_232,1,Terminated,282236,282237,50.0,0.2
M2,3.0,j_232,1,Terminated,282236,282236,50.0,0.2
J3_1_2,1.0,j_232,1,Terminated,282236,282238,50.0,0.2
MergeTask,1.0,j_240,1,Terminated,337287,337295,100.0,0.1
M5_4,41.0,j_249,1,Terminated,118402,118418,50.0,0.39
